[2024-07-01T02:58:48.301+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.312+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.313+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-07-01T02:58:48.326+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): get_votes_from_downloaded_bills> on 2024-06-30 00:00:00+00:00
[2024-07-01T02:58:48.342+0000] {standard_task_runner.py:60} INFO - Started process 507 to run task
[2024-07-01T02:58:48.354+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'upload_congress_data', 'get_votes_from_downloaded_bills', 'scheduled__2024-06-30T00:00:00+00:00', '--job-id', '33', '--raw', '--subdir', 'DAGS_FOLDER/upload_congress_data.py', '--cfg-path', '/tmp/tmpvzw_q9pg']
[2024-07-01T02:58:48.378+0000] {standard_task_runner.py:88} INFO - Job 33: Subtask get_votes_from_downloaded_bills
[2024-07-01T02:59:16.124+0000] {get_data.py:98} INFO - Opened bill S 2437
[2024-07-01T02:59:16.124+0000] {get_data.py:98} INFO - Opened bill S 2351
[2024-07-01T02:59:16.124+0000] {get_data.py:98} INFO - Opened bill S 196
[2024-07-01T02:59:16.124+0000] {get_data.py:98} INFO - Opened bill S 1880
[2024-07-01T02:59:16.124+0000] {get_data.py:98} INFO - Opened bill S 1658
[2024-07-01T02:59:16.125+0000] {get_data.py:98} INFO - Opened bill S 1894
[2024-07-01T02:59:16.125+0000] {get_data.py:98} INFO - Opened bill S 2345
[2024-07-01T02:59:16.125+0000] {get_data.py:98} INFO - Opened bill S 182
[2024-07-01T02:59:16.125+0000] {get_data.py:98} INFO - Opened bill S 4052
[2024-07-01T02:59:16.125+0000] {get_data.py:98} INFO - Opened bill S 2423
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 34
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 169
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 20
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 3932
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 633
[2024-07-01T02:59:16.126+0000] {get_data.py:98} INFO - Opened bill S 4085
[2024-07-01T02:59:16.127+0000] {get_data.py:98} INFO - Opened bill S 1843
[2024-07-01T02:59:16.127+0000] {get_data.py:98} INFO - Opened bill S 155
[2024-07-01T02:59:16.127+0000] {get_data.py:98} INFO - Opened bill S 2392
[2024-07-01T02:59:16.127+0000] {get_data.py:98} INFO - Opened bill S 3098
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 141
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 2386
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 1857
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 3926
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 627
[2024-07-01T02:59:16.128+0000] {get_data.py:98} INFO - Opened bill S 4091
[2024-07-01T02:59:16.129+0000] {get_data.py:98} INFO - Opened bill S 1856
[2024-07-01T02:59:16.129+0000] {get_data.py:98} INFO - Opened bill S 2387
[2024-07-01T02:59:16.129+0000] {get_data.py:98} INFO - Opened bill S 140
[2024-07-01T02:59:16.129+0000] {get_data.py:98} INFO - Opened bill S 3099
[2024-07-01T02:59:16.129+0000] {get_data.py:98} INFO - Opened bill S 4090
[2024-07-01T02:59:16.130+0000] {get_data.py:98} INFO - Opened bill S 626
[2024-07-01T02:59:16.130+0000] {get_data.py:98} INFO - Opened bill S 3927
[2024-07-01T02:59:16.130+0000] {get_data.py:98} INFO - Opened bill S 4084
[2024-07-01T02:59:16.130+0000] {get_data.py:98} INFO - Opened bill S 632
[2024-07-01T02:59:16.130+0000] {get_data.py:98} INFO - Opened bill S 3933
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 2393
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 154
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 1842
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 21
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 35
[2024-07-01T02:59:16.131+0000] {get_data.py:98} INFO - Opened bill S 168
[2024-07-01T02:59:16.132+0000] {get_data.py:98} INFO - Opened bill S 183
[2024-07-01T02:59:16.132+0000] {get_data.py:98} INFO - Opened bill S 2344
[2024-07-01T02:59:16.132+0000] {get_data.py:98} INFO - Opened bill S 1895
[2024-07-01T02:59:16.132+0000] {get_data.py:98} INFO - Opened bill S 2422
[2024-07-01T02:59:16.132+0000] {get_data.py:98} INFO - Opened bill S 4053
[2024-07-01T02:59:16.133+0000] {get_data.py:98} INFO - Opened bill S 2436
[2024-07-01T02:59:16.133+0000] {get_data.py:98} INFO - Opened bill S 829
[2024-07-01T02:59:16.133+0000] {get_data.py:98} INFO - Opened bill S 4047
[2024-07-01T02:59:16.133+0000] {get_data.py:98} INFO - Opened bill S 3728
[2024-07-01T02:59:16.133+0000] {get_data.py:98} INFO - Opened bill S 1659
[2024-07-01T02:59:16.134+0000] {get_data.py:98} INFO - Opened bill S 1881
[2024-07-01T02:59:16.134+0000] {get_data.py:98} INFO - Opened bill S 197
[2024-07-01T02:59:16.134+0000] {get_data.py:98} INFO - Opened bill S 2350
[2024-07-01T02:59:16.134+0000] {get_data.py:98} INFO - Opened bill S 1671
[2024-07-01T02:59:16.134+0000] {get_data.py:98} INFO - Opened bill S 3066
[2024-07-01T02:59:16.135+0000] {get_data.py:98} INFO - Opened bill S 2378
[2024-07-01T02:59:16.135+0000] {get_data.py:98} INFO - Opened bill S 801
[2024-07-01T02:59:16.135+0000] {get_data.py:98} INFO - Opened bill S 3700
[2024-07-01T02:59:16.135+0000] {get_data.py:98} INFO - Opened bill S 1117
[2024-07-01T02:59:16.135+0000] {get_data.py:98} INFO - Opened bill S 1103
[2024-07-01T02:59:16.136+0000] {get_data.py:98} INFO - Opened bill S 815
[2024-07-01T02:59:16.136+0000] {get_data.py:98} INFO - Opened bill S 3714
[2024-07-01T02:59:16.136+0000] {get_data.py:98} INFO - Opened bill S 3072
[2024-07-01T02:59:16.136+0000] {get_data.py:98} INFO - Opened bill S 1665
[2024-07-01T02:59:16.136+0000] {get_data.py:98} INFO - Opened bill S 424
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 4292
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 342
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 2185
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 1498
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 356
[2024-07-01T02:59:16.137+0000] {get_data.py:98} INFO - Opened bill S 2191
[2024-07-01T02:59:16.138+0000] {get_data.py:98} INFO - Opened bill S 430
[2024-07-01T02:59:16.138+0000] {get_data.py:98} INFO - Opened bill S 4286
[2024-07-01T02:59:16.138+0000] {get_data.py:98} INFO - Opened bill S 418
[2024-07-01T02:59:16.138+0000] {get_data.py:98} INFO - Opened bill S 2807
[2024-07-01T02:59:16.139+0000] {get_data.py:98} INFO - Opened bill S 2813
[2024-07-01T02:59:16.139+0000] {get_data.py:98} INFO - Opened bill S 4251
[2024-07-01T02:59:16.139+0000] {get_data.py:98} INFO - Opened bill S 2620
[2024-07-01T02:59:16.139+0000] {get_data.py:98} INFO - Opened bill S 1329
[2024-07-01T02:59:16.139+0000] {get_data.py:98} INFO - Opened bill S 2146
[2024-07-01T02:59:16.140+0000] {get_data.py:98} INFO - Opened bill S 4537
[2024-07-01T02:59:16.140+0000] {get_data.py:98} INFO - Opened bill S 3258
[2024-07-01T02:59:16.140+0000] {get_data.py:98} INFO - Opened bill S 381
[2024-07-01T02:59:16.140+0000] {get_data.py:98} INFO - Opened bill S 2152
[2024-07-01T02:59:16.140+0000] {get_data.py:98} INFO - Opened bill S 4523
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 395
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 4245
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 2634
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 1315
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 3502
[2024-07-01T02:59:16.141+0000] {get_data.py:98} INFO - Opened bill S 9
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 3264
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 1473
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 1467
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 3270
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 3516
[2024-07-01T02:59:16.142+0000] {get_data.py:98} INFO - Opened bill S 4279
[2024-07-01T02:59:16.143+0000] {get_data.py:98} INFO - Opened bill S 2608
[2024-07-01T02:59:16.143+0000] {get_data.py:98} INFO - Opened bill S 1301
[2024-07-01T02:59:16.143+0000] {get_data.py:98} INFO - Opened bill S 3489
[2024-07-01T02:59:16.143+0000] {get_data.py:98} INFO - Opened bill S 550
[2024-07-01T02:59:16.143+0000] {get_data.py:98} INFO - Opened bill S 2797
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 236
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 4480
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 222
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 4494
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 544
[2024-07-01T02:59:16.144+0000] {get_data.py:98} INFO - Opened bill S 2783
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 2973
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 2967
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 578
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 2754
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 4325
[2024-07-01T02:59:16.145+0000] {get_data.py:98} INFO - Opened bill S 593
[2024-07-01T02:59:16.146+0000] {get_data.py:98} INFO - Opened bill S 4443
[2024-07-01T02:59:16.146+0000] {get_data.py:98} INFO - Opened bill S 2032
[2024-07-01T02:59:16.146+0000] {get_data.py:98} INFO - Opened bill S 3338
[2024-07-01T02:59:16.146+0000] {get_data.py:98} INFO - Opened bill S 4457
[2024-07-01T02:59:16.146+0000] {get_data.py:98} INFO - Opened bill S 2026
[2024-07-01T02:59:16.147+0000] {get_data.py:98} INFO - Opened bill S 1249
[2024-07-01T02:59:16.147+0000] {get_data.py:98} INFO - Opened bill S 2740
[2024-07-01T02:59:16.147+0000] {get_data.py:98} INFO - Opened bill S 2998
[2024-07-01T02:59:16.147+0000] {get_data.py:98} INFO - Opened bill S 4331
[2024-07-01T02:59:16.147+0000] {get_data.py:98} INFO - Opened bill S 587
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 1261
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 2768
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 4319
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 3476
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 3310
[2024-07-01T02:59:16.148+0000] {get_data.py:98} INFO - Opened bill S 1507
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 1513
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 3304
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 3462
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 1275
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 1922
[2024-07-01T02:59:16.149+0000] {get_data.py:98} INFO - Opened bill S 3853
[2024-07-01T02:59:16.579+0000] {get_data.py:98} INFO - Opened bill S 2595
[2024-07-01T02:59:16.579+0000] {get_data.py:98} INFO - Opened bill S 752
[2024-07-01T02:59:16.579+0000] {get_data.py:98} INFO - Opened bill S 1088
[2024-07-01T02:59:16.579+0000] {get_data.py:98} INFO - Opened bill S 3847
[2024-07-01T02:59:16.580+0000] {get_data.py:98} INFO - Opened bill S 2581
[2024-07-01T02:59:16.580+0000] {get_data.py:98} INFO - Opened bill S 746
[2024-07-01T02:59:16.580+0000] {get_data.py:98} INFO - Opened bill S 1936
[2024-07-01T02:59:16.580+0000] {get_data.py:98} INFO - Opened bill S 2230
[2024-07-01T02:59:16.580+0000] {get_data.py:98} INFO - Opened bill S 1739
[2024-07-01T02:59:16.581+0000] {get_data.py:98} INFO - Opened bill S 791
[2024-07-01T02:59:16.581+0000] {get_data.py:98} INFO - Opened bill S 3648
[2024-07-01T02:59:16.581+0000] {get_data.py:98} INFO - Opened bill S 4127
[2024-07-01T02:59:16.581+0000] {get_data.py:98} INFO - Opened bill S 949
[2024-07-01T02:59:16.581+0000] {get_data.py:98} INFO - Opened bill S 3890
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 2556
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 785
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 4133
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 3884
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 2542
[2024-07-01T02:59:16.582+0000] {get_data.py:98} INFO - Opened bill S 2224
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 1705
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 3112
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 3674
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 975
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 1063
[2024-07-01T02:59:16.583+0000] {get_data.py:98} INFO - Opened bill S 1077
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 3660
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 961
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 2218
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 3106
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 1711
[2024-07-01T02:59:16.584+0000] {get_data.py:98} INFO - Opened bill S 1061
[2024-07-01T02:59:16.585+0000] {get_data.py:98} INFO - Opened bill S 2568
[2024-07-01T02:59:16.585+0000] {get_data.py:98} INFO - Opened bill S 977
[2024-07-01T02:59:16.585+0000] {get_data.py:98} INFO - Opened bill S 4119
[2024-07-01T02:59:16.585+0000] {get_data.py:98} INFO - Opened bill S 3676
[2024-07-01T02:59:16.589+0000] {get_data.py:98} INFO - Opened bill S 3936
[2024-07-01T02:59:16.589+0000] {get_data.py:98} INFO - Opened bill S 804
[2024-07-01T02:59:16.590+0000] {get_data.py:98} INFO - Opened bill S 3705
[2024-07-01T02:59:16.590+0000] {get_data.py:98} INFO - Opened bill S 1112
[2024-07-01T02:59:16.590+0000] {get_data.py:98} INFO - Opened bill S 1674
[2024-07-01T02:59:16.590+0000] {get_data.py:98} INFO - Opened bill S 3063
[2024-07-01T02:59:16.590+0000] {get_data.py:98} INFO - Opened bill S 3077
[2024-07-01T02:59:16.591+0000] {get_data.py:98} INFO - Opened bill S 2369
[2024-07-01T02:59:16.591+0000] {get_data.py:98} INFO - Opened bill S 1660
[2024-07-01T02:59:16.591+0000] {get_data.py:98} INFO - Opened bill S 1106
[2024-07-01T02:59:16.591+0000] {get_data.py:98} INFO - Opened bill S 810
[2024-07-01T02:59:16.591+0000] {get_data.py:98} INFO - Opened bill S 3711
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 838
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 2427
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 3739
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 4056
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 186
[2024-07-01T02:59:16.592+0000] {get_data.py:98} INFO - Opened bill S 2341
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 1648
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 1890
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 1884
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 192
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 2355
[2024-07-01T02:59:16.593+0000] {get_data.py:98} INFO - Opened bill S 2433
[2024-07-01T02:59:16.594+0000] {get_data.py:98} INFO - Opened bill S 4042
[2024-07-01T02:59:16.594+0000] {get_data.py:98} INFO - Opened bill S 2802
[2024-07-01T02:59:16.594+0000] {get_data.py:98} INFO - Opened bill S 2816
[2024-07-01T02:59:16.595+0000] {get_data.py:98} INFO - Opened bill S 409
[2024-07-01T02:59:16.595+0000] {get_data.py:98} INFO - Opened bill S 347
[2024-07-01T02:59:16.595+0000] {get_data.py:98} INFO - Opened bill S 2180
[2024-07-01T02:59:16.595+0000] {get_data.py:98} INFO - Opened bill S 1489
[2024-07-01T02:59:16.596+0000] {get_data.py:98} INFO - Opened bill S 4297
[2024-07-01T02:59:16.596+0000] {get_data.py:98} INFO - Opened bill S 421
[2024-07-01T02:59:16.596+0000] {get_data.py:98} INFO - Opened bill S 4283
[2024-07-01T02:59:16.596+0000] {get_data.py:98} INFO - Opened bill S 435
[2024-07-01T02:59:16.596+0000] {get_data.py:98} INFO - Opened bill S 353
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 2194
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 3261
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 1476
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 1310
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 4268
[2024-07-01T02:59:16.597+0000] {get_data.py:98} INFO - Opened bill S 3507
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 2619
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 3513
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 1304
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 1462
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 3275
[2024-07-01T02:59:16.598+0000] {get_data.py:98} INFO - Opened bill S 2143
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 384
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 4532
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 4254
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 2625
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 1338
[2024-07-01T02:59:16.599+0000] {get_data.py:98} INFO - Opened bill S 4240
[2024-07-01T02:59:16.600+0000] {get_data.py:98} INFO - Opened bill S 2631
[2024-07-01T02:59:16.600+0000] {get_data.py:98} INFO - Opened bill S 2157
[2024-07-01T02:59:16.600+0000] {get_data.py:98} INFO - Opened bill S 3249
[2024-07-01T02:59:16.600+0000] {get_data.py:98} INFO - Opened bill S 390
[2024-07-01T02:59:16.600+0000] {get_data.py:98} INFO - Opened bill S 4526
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 569
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 2976
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 2962
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 4485
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 233
[2024-07-01T02:59:16.601+0000] {get_data.py:98} INFO - Opened bill S 555
[2024-07-01T02:59:16.602+0000] {get_data.py:98} INFO - Opened bill S 2792
[2024-07-01T02:59:16.602+0000] {get_data.py:98} INFO - Opened bill S 3498
[2024-07-01T02:59:16.602+0000] {get_data.py:98} INFO - Opened bill S 541
[2024-07-01T02:59:16.602+0000] {get_data.py:98} INFO - Opened bill S 2786
[2024-07-01T02:59:16.602+0000] {get_data.py:98} INFO - Opened bill S 4491
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 227
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 3315
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 1502
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 1264
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 3473
[2024-07-01T02:59:16.603+0000] {get_data.py:98} INFO - Opened bill S 2779
[2024-07-01T02:59:16.604+0000] {get_data.py:98} INFO - Opened bill S 3467
[2024-07-01T02:59:16.604+0000] {get_data.py:98} INFO - Opened bill S 4308
[2024-07-01T02:59:16.604+0000] {get_data.py:98} INFO - Opened bill S 1270
[2024-07-01T02:59:16.604+0000] {get_data.py:98} INFO - Opened bill S 1516
[2024-07-01T02:59:16.605+0000] {get_data.py:98} INFO - Opened bill S 3301
[2024-07-01T02:59:16.605+0000] {get_data.py:98} INFO - Opened bill S 4446
[2024-07-01T02:59:16.605+0000] {get_data.py:98} INFO - Opened bill S 3329
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 2037
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 2751
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 596
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 2989
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 4320
[2024-07-01T02:59:16.606+0000] {get_data.py:98} INFO - Opened bill S 1258
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 2745
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 582
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 4334
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 4452
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 2023
[2024-07-01T02:59:16.607+0000] {get_data.py:98} INFO - Opened bill S 2590
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 3856
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 757
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 1099
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 1927
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 1933
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 2584
[2024-07-01T02:59:16.608+0000] {get_data.py:98} INFO - Opened bill S 3842
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 743
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 3671
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 970
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 1066
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 1700
[2024-07-01T02:59:16.609+0000] {get_data.py:98} INFO - Opened bill S 2209
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 3117
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 3103
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 1714
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 1072
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 3665
[2024-07-01T02:59:16.610+0000] {get_data.py:98} INFO - Opened bill S 964
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 4122
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 794
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 2553
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 3895
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 2235
[2024-07-01T02:59:16.611+0000] {get_data.py:98} INFO - Opened bill S 1728
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 2221
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 4136
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 780
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 3659
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 2547
[2024-07-01T02:59:16.612+0000] {get_data.py:98} INFO - Opened bill S 958
[2024-07-01T02:59:16.613+0000] {get_data.py:98} INFO - Opened bill S 3881
[2024-07-01T02:59:16.614+0000] {get_data.py:98} INFO - Opened bill S 3110
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 1707
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 1713
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 3104
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 963
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 3662
[2024-07-01T02:59:16.615+0000] {get_data.py:98} INFO - Opened bill S 1075
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 2554
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 3892
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 4125
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 793
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 2232
[2024-07-01T02:59:16.616+0000] {get_data.py:98} INFO - Opened bill S 3138
[2024-07-01T02:59:16.617+0000] {get_data.py:98} INFO - Opened bill S 2226
[2024-07-01T02:59:17.170+0000] {get_data.py:98} INFO - Opened bill S 1049
[2024-07-01T02:59:17.172+0000] {get_data.py:98} INFO - Opened bill S 2540
[2024-07-01T02:59:17.173+0000] {get_data.py:98} INFO - Opened bill S 3886
[2024-07-01T02:59:17.173+0000] {get_data.py:98} INFO - Opened bill S 4131
